Mirrors the world horizontally\n\n- Always: Always mirror the world\n- Random: Randomly decide to mirror the world on each scene change\n- Random (Seeded): Scenes are mirrored based on the current randomizer seed/file\n- Dungeons: Mirror the world in Dungeons\n- Dungeons (Vanilla): Mirror the world in vanilla Dungeons\n- Dungeons (MQ): Mirror the world in MQ Dungeons\n- Dungeons Random: Randomly decide to mirror the world in Dungeons\n- Dungeons Random (Seeded): Dungeons are mirrored based on the current randomizer seed/file\n	水平镜像世界。\n始终：所有场景镜像。\n随机：每次切换场景随机决定。\n按种子随机：由当前随机种子或存档决定。\n迷宫：仅迷宫镜像。\n原版迷宫／里世界迷宫：仅对应类型镜像。\n迷宫随机：迷宫每次随机决定。\n迷宫按种子随机：由种子或存档决定迷宫是否镜像。
Replaces fixed enemies throughout the game with a random enemy. Bosses, mini-bosses and a few specific regular enemies are excluded.\nEnemies that need more than Deku Nuts + either Deku Sticks or a sword to kill are excluded from spawning in "clear enemy" rooms.\n\n- Random: Enemies are randomized every time you load a room\n- Random (Seeded): Enemies are randomized based on the current randomizer seed/file\n	将固定敌人替换为随机敌人，主要 Boss、小 Boss 和少数特殊敌人除外。\n要求清除敌人的房间，不生成仅靠德库果实配合木棒或剑无法击败的敌人。\n随机：每次载入房间重新随机。\n按种子随机：由当前随机种子或存档决定。
Enemies and Bosses spawn with random sizes.	敌人与 Boss 以随机体型出现。
Scales normal enemies health with their randomized size. *This will NOT affect bosses*	普通敌人的生命值随随机体型变化，不影响 Boss。
Enables Ivan the Fairy upon the next map change. Player 2 can control Ivan and press the C-Buttons to use items and mess with Player 1!	下次切换地图时启用精灵伊万。玩家二可控制伊万，并按 C 键使用物品干扰玩家一。
Rupees reduced over time, Link suffers damage when the count hits 0.	卢比随时间减少，降至零后林克会持续受伤。
Rupee Dash Interval: %d	卢比消耗间隔：%d
Interval between Rupee reduction in Rupee Dash Mode	卢比消耗模式中，每次扣除卢比的时间间隔。
A wallmaster follows Link everywhere, don't get caught!	墙壁大师会一直追踪林克，小心别被抓住！
Enables additional Trap variants.	启用更多种类的陷阱。
Changes Heart Piece and Heart Container functionality.\n\n- Each Heart Container or full Heart Piece reduces Links hearts by 1.\n- Can be enabled retroactively after a File has already started.	改变心之碎片和心之容器的效果。每个容器或凑齐的一组碎片会减少一颗心的上限，也可用于已有进度的存档。
Automatically save the game when changing locations and/or obtaining items\nMajor items exclude rupees and health/magic/ammo refills (but include bombchus unless bombchu drops are enabled)	切换地点或获得物品时自动保存。重要物品不包括卢比及生命、魔力、弹药补给；炸弹鼠通常算重要物品，开启炸弹鼠掉落后除外。
Makes every tunic have the effects of every other tunic	每件服装都拥有其他所有服装的效果。
Passive Infinite Sword Glitch\nIt makes your sword's swing effect and hitbox stay active indefinitely	自动启用无限剑攻击漏洞，使剑的挥动效果和攻击判定持续存在。
Gives you the glitched damage value of the quick put away glitch.	获得快速收起攻击漏洞产生的异常伤害值。
Allows any item to be equipped, regardless of age\nAlso allows Child to use Adult strength upgrades	任何年龄均可装备所有物品，孩童也能使用成人的力量升级。
Allows you to use any item at any location	允许在任何地点使用任意物品。
Prevents the Deku Shield from burning on contact with fire	德库盾接触火焰时不会被烧毁。
This allows you to put up your shield with any two-handed weapon in hand except for Deku Sticks	除德库木棒外，持双手武器时也能举盾。
Makes every surface in the game hookshot-able	所有表面均可被钩索勾住。
Switches Link's age and reloads the area.	切换林克的年龄，并重新载入当前区域。
Clears the cutscene pointer to a value safe for wrong warps.	将过场指针清空为适合错误传送的安全值。
F5 to save, F6 to change slots, F7 to load	F5 保存状态，F6 切换槽位，F7 读取状态。
Allows you to walk through walls	允许穿过墙壁。
Makes every surface in the game climbable	所有表面均可攀爬。
Holding L makes you float into the air	按住 L 键即可向空中漂浮。
Continue holding START button when unpausing to only advance a single frame and then re-pause	解除暂停时继续按住 START，只推进一帧后再次暂停。
Inputs that are held down while the Subscreen is closing will be pressed when the game is resumed	关闭子菜单时按住的按键，会在游戏恢复时作为新按键输入。
Drops from enemies, grass, etc. don't disappear after a set amount of time	敌人、草丛等掉落的物品不会随时间消失。
Prevents fish from automatically despawning after a while when dropped	从瓶中放出的鱼不会过一段时间后自动消失。
Prevents bugs from automatically despawning after a while when dropped	从瓶中放出的虫子不会过一段时间后自动消失。
Freezes the time of day	冻结游戏内的昼夜时间。
This syncs the ingame time with the real world time	使游戏时间与现实时间同步。
Prevents ReDeads and Gibdos from being able to freeze you with their scream	僵尸和木乃伊的尖叫不再使林克定身。
Keese and Guay no longer target you and simply ignore you as if you were wearing the skull mask	蝙蝠和乌鸦会像林克戴着骷髅面具时一样忽略林克，不再主动攻击。
Turns on OoT Beta Quest. *WARNING* This will reset your game.	开启 Beta Quest。注意：这会重置游戏。
Set the Beta Quest world to explore. *WARNING* Changing this will reset your game.\nCtrl+Click to type in a value.	选择要探索的 Beta Quest 世界。注意：修改会重置游戏。\n按 Ctrl 并点击可直接输入数值。
Enables Debug Mode, allowing you to select maps with L + R + Z, noclip with L + D-pad Right, and open the debug menu with L on the pause screen	启用调试模式。L＋R＋Z 选择地图，L＋方向右穿墙，暂停画面按 L 打开调试菜单。
Enables the registry editor	启用寄存器编辑器。
Changes the behaviour of debug file select creation (creating a save file on slot 1 with debug mode on)\n- Off: The debug save file will be a normal savefile\n- Vanilla: The debug save file will be the debug save file from the original game\n- Maxed: The debug save file will be a save file with all of the items & upgrades	设置调试模式下在第一个槽位新建存档的行为。\n关闭：普通新存档。\n原版：使用原游戏的调试存档。\n全满：获得所有物品和升级。
Enables Skulltula Debug, when moving the cursor in the menu above various map icons (boss key, compass, map screen locations, etc) will set the GS bits in that area.\nUSE WITH CAUTION AS IT DOES NOT UPDATE THE GS COUNT.	启用金骷髅蜘蛛调试。菜单光标移过 Boss 钥匙、罗盘、地图位置等图标时，会设置对应区域的蜘蛛标记。\n请谨慎使用：此功能不会更新蜘蛛总数。
Load the game to the selected menu or file\n"Zelda Map Select" require debug mode else you will fallback to File choose menu\nUsing a file number that don't have save will create a save file only if you toggle on "Create a new save if none ?" else it will bring you to the File choose menu	启动后直接进入指定菜单或存档。“地图选择”需要调试模式，否则返回存档选择。指定槽位为空时，仅在启用创建新存档选项后新建，否则返回存档选择。
Optimized debug warp screen, with the added ability to chose entrances and time of day	优化调试传送画面，并增加入口及昼夜时间选择。
Translate the Debug Warp Screen based on the game language	根据游戏语言翻译调试传送画面。
Logs some resources as XML when they're loaded in binary format	以二进制加载部分资源时，将其记录为 XML。
Shows the stats window, with your FPS and frametimes, and the OS you're playing on	显示帧率、每帧耗时及当前操作系统等统计。
Enables the console window, allowing you to input commands, type help for some examples	启用控制台，可输入命令；输入 help 查看示例。
Sail is a networking protocol designed to facilitate remote control of the Ship of Harkinian client. It is intended to be utilized alongside a Sail server, for which we provide a few straightforward implementations on our GitHub. The current implementations available allow integration with Twitch chat and SAMMI Bot, feel free to contribute your own!\n\nClick the question mark to copy the link to the Sail Github page to your clipboard.	Sail 是用于远程控制本客户端的网络协议，需要配合 Sail 服务器使用。项目提供了 Twitch 聊天和 SAMMI Bot 等集成实现。\n点击问号可复制 Sail 项目页面链接。
Replace Navi's overworld quest hints with rando-related gameplay hints.	用随机模式相关的玩法提示替换娜薇在地面世界提供的任务提示。
When obtaining rupees, randomize what the rupee is called in the textbox.	获得卢比时，随机改变消息中对卢比的称呼。
Matches the color of small keys and boss keys to the dungeon they belong to. This helps identify keys from afar and adds a little bit of flair.\n\nThis only applies to seeds with keys and boss keys shuffled to Any Dungeon, Overworld, or Anywhere.	小钥匙和 Boss 钥匙颜色与所属迷宫匹配，便于远距离识别。\n仅适用于将钥匙随机放入任意迷宫、地面世界或任意地点的种子。
Play unique fanfares when obtaining quest items (medallions/stones/songs). Note that these fanfares are longer than usual.	获得徽章、宝石和歌曲等任务物品时播放专属提示乐，这些提示乐通常较长。
Enemy Details...	敌人详情…
Includes rupees collected with a full wallet.	包括钱包已满时拾取的卢比。
Ammo Details...	弹药详情…
Buttons...	按键…
Show in-game total timer	游戏内显示总计时器
Keep track of the timer as an in-game HUD element. The position of the timer can be changed in the Cosmetics Editor.	在游戏界面中显示计时器，位置可在外观编辑器中调整。
Show latest timestamps on top	最新时间记录显示在最上方
Room Breakdown	房间统计
Allows a more in-depth perspective of time spent in a certain map.	更详细地查看在指定地图中花费的时间。
RTA Timing on new files	新存档使用现实计时
Timestamps are relative to starting timestamp rather than in game time, usually necessary for races/speedruns.\n\nStarting timestamp is on first non-c-up input after intro cutscene.\n\nNOTE: THIS NEEDS TO BE SET BEFORE CREATING A FILE TO TAKE EFFECT	时间戳相对于开始时刻，而非游戏内计时，通常用于竞赛或速通。开场过场后，首次按下非 C 上的按键时开始计时。\n必须在创建存档前设置才会生效。
Show additional detail timers	显示更多分类计时器
Show Debug Info	显示调试信息
Gameplay Stats	游戏统计
Timestamps	时间记录
Counts	计数
Breakdown	分类统计
Note: Gameplay stats are saved to the current file and will be\nlost if you quit without saving.	注意：游戏统计随当前存档保存，未保存就退出会丢失。
Stop Preview	停止试听
Play Preview	试听
Reset to default	恢复默认
Randomize this sound	随机替换此声音
Randomize All Groups	随机化所有分组
Randomizes all unlocked music and sound effects across tab groups	随机替换所有标签页中未锁定的音乐和音效。
Reset All Groups	重置所有分组
Resets all unlocked music and sound effects across tab groups	重置所有标签页中未锁定的音乐和音效。
Lock All Groups	锁定所有分组
Locks all music and sound effects across tab groups	锁定所有标签页中的音乐和音效。
Unlock All Groups	解锁所有分组
Unlocks all music and sound effects across tab groups	解锁所有标签页中的音乐和音效。
SfxContextTabBar	音效分类
Background Music	背景音乐
Fanfares	提示乐
Events	事件
Battle Music	战斗音乐
Ocarina	陶笛
Sound Effects	音效
Voices	语音
SfxOptions	音效选项
Disable Enemy Proximity Music	关闭靠近敌人时的音乐
Disables the music change when getting close to enemies. Useful for hearing your custom music for each scene more often.	靠近敌人时不切换音乐，便于持续听到场景的自定义音乐。
Disable Leading Music in Lost Woods	关闭迷失森林的音乐引导
Disables the volume shifting in the Lost Woods. Useful for hearing your custom music in the Lost Woods if you don't need the navigation assitance the volume changing provides. If toggling this while in the Lost Woods, reload the area for the effect to kick in.	关闭迷失森林用于指路的音量变化，适合不需要音乐导航时欣赏自定义音乐。在森林内修改后需重新进入区域。
Display Sequence Name on Overlay	屏幕上显示音乐名称
Displays the name of the current sequence in the corner of the screen whenever a new sequence is loaded to the main sequence player (does not apply to fanfares or enemy BGM).	主音乐播放器载入新曲目时，在屏幕角落显示其名称，不适用于提示乐和敌人音乐。
Overlay Duration: %d seconds	名称显示时间：%d 秒
Link's voice pitch multiplier: %.1f %%	林克语音音高：%.1f %%
Randomize All Music and Sound Effects on New Scene	进入新场景时随机化所有音乐和音效
Enables randomizing all unlocked music and sound effects when you enter a new scene.	进入新场景时，随机替换所有未锁定的音乐和音效。
The following options are experimental and may cause music\nto sound odd or have other undesireable effects.	以下选项为实验功能，可能导致音乐异常或其他不期望的效果。
Lower Octaves of Unplayable High Notes	降低无法播放的高音八度
Some custom sequences may have notes that are too high for the game's audio engine to play. Enabling this checkbox will cause these notes to drop a couple of octaves so they can still harmonize with the other notes of the sequence.	部分自定义曲目的音高超出游戏音频引擎范围。开启后将这些音符降低几个八度，以便与其他音符保持和谐。
Audio Shuffle Pool Management	音频随机池管理
Exclude All	全部排除
Include All	全部包含
ChildIncludedSequences	已包含曲目
ChildExcludedSequences	已排除曲目
Input Viewer	输入显示器
Input Viewer Settings	输入显示器设置
Input Viewer Scale: %.2f	输入显示器缩放：%.2f
Sets the on screen size of the input viewer	设置输入显示器在屏幕上的大小。
Enable Dragging	允许拖动
Show Background Layer	显示背景图层
Buttons	按键
Show A-Button Layers	显示 A 键图层
Show B-Button Layers	显示 B 键图层
Show C-Up Layers	显示 C 上图层
Show C-Right Layers	显示 C 右图层
Show C-Down Layers	显示 C 下图层
Show C-Left Layers	显示 C 左图层
Show L-Button Layers	显示 L 键图层
Show R-Button Layers	显示 R 键图层
Show Z-Button Layers	显示 Z 键图层
Show Start Button Layers	显示 START 键图层
Show D-Pad Layers	显示方向键图层
Button Outlines/Backgrounds	按键边框与背景
Sets the desired visibility behavior for the button outline/background layers. Useful for custom input viewers.	设置按键边框和背景图层的显示规则，适用于自定义输入显示器。
Analog Stick	模拟摇杆
Analog Stick Visibility	模拟摇杆显示规则
Determines the conditions under which the moving layer of the analog stick texture is visible.	设置模拟摇杆活动纹理图层的显示条件。
Analog Stick Outline/Background Visibility	模拟摇杆边框／背景显示规则
Determines the conditions under which the analog stick outline/background texture is visible.	设置模拟摇杆边框和背景纹理的显示条件。
Analog Stick Movement: %dpx	模拟摇杆移动范围：%d 像素
Sets the distance to move the analog stick in the input viewer. Useful for custom input viewers.	设置输入显示器中的摇杆移动距离，适用于自定义输入显示器。
Additional ("Right") Stick	附加右摇杆
Right Stick Visibility	右摇杆显示规则
Determines the conditions under which the moving layer of the right stick texture is visible.	设置右摇杆活动纹理图层的显示条件。
Right Stick Outline/Background Visibility	右摇杆边框／背景显示规则
Determines the conditions under which the right stick outline/background texture is visible.	设置右摇杆边框和背景纹理的显示条件。
Right Stick Movement: %dpx	右摇杆移动范围：%d 像素
Sets the distance to move the right stick in the input viewer. Useful for custom input viewers.	设置输入显示器中的右摇杆移动距离，适用于自定义输入显示器。
Analog Angle Values	摇杆角度数值
Show Analog Stick Angle Values	显示模拟摇杆角度
Displays analog stick angle values in the input viewer	在输入显示器中显示模拟摇杆角度数值。
Text Color	文字颜色
Angle Text Scale: %.2f%%	角度文字缩放：%.2f%%
Angle Text Offset: %dpx	角度文字偏移：%d 像素
Highlight ESS Position	高亮 ESS 位置
Highlights the angle value text when the analog stick is in ESS position (on flat ground)	摇杆位于平地上的 ESS 位置时，高亮角度文字。
ESS Color	ESS 颜色
Highlight Walking Speed Angles	高亮步行速度角度
Highlights the angle value text when the analog stick is at an angle that would produce a walking speed (on flat ground)\n\nUseful for 1.0 Empty Jumpslash Quick Put Away	摇杆角度会在平地上产生步行速度时，高亮角度文字。适用于 1.0 版空跳斩快速收起漏洞。
Walking Speed Color	步行速度颜色
Press any button,\nmove any axis,\nor press any key\nto add mapping	按下任意手柄按键、移动摇杆或按键盘键，以添加映射。
Press any button,\nmove any axis,\nor press any key\nto edit mapping	按下任意手柄按键、移动摇杆或按键盘键，以修改映射。
Edit axis threshold	编辑轴触发阈值
Axis Threshold\n\nThe extent to which the joystick\nmust be moved or the trigger\npressed to initiate the assigned\nbutton action.\n\n	轴触发阈值\n摇杆移动或扳机按下达到指定幅度时，才触发映射的按键动作。
Stick axis threshold:	摇杆轴阈值：
Trigger axis threshold:	扳机轴阈值：
Sensitivity:	灵敏度：
Deadzone:	死区：
Notch Snap Angle:	方向吸附角度：
Press any button\nor move any axis\nto add rumble device	按下任意按键或移动摇杆，以添加震动设备。
Small Motor Intensity:	小马达强度：
Large Motor Intensity:	大马达强度：
Add rumble device	添加震动设备
Press any button\nor move any axis\nto add LED device	按下任意按键或移动摇杆，以添加灯光设备。
LED Color:	灯光颜色：
Source	来源
Health\n- Red when health critical (13-20% depending on max health)\n- Yellow when health < 40%. Green otherwise.\n\nTunics: colors will mirror currently equipped tunic, whether original or the current values in Cosmetics Editor.\n\nCustom: single, solid color	生命值：危急时显示红色，低于 40% 时为黄色，否则为绿色。危急阈值随生命上限约为 13% 至 20%。\n服装：跟随当前服装的原版或自定义颜色。\n自定义：固定单色。
Custom Color	自定义颜色
Brightness: %.1f %%	亮度：%.1f %%
Sets the brightness of controller LEDs. 0% brightness = LEDs off.	设置手柄灯光亮度，0% 表示关闭。
Critical Health Override	生命危急时覆盖颜色
Shows red color when health is critical, otherwise displays according to color source.	生命值危急时显示红色，其他时候按所选来源显示。
Add LED device	添加灯光设备
Press any button\nor move any axis\nto add gyro device	按下任意按键或移动摇杆，以添加陀螺仪设备。
Recalibrate	重新校准
Add gyro device	添加陀螺仪设备
Customize Ocarina Controls	自定义陶笛操作
To modify the main ocarina controls, select the "Customize Ocarina Controls" checkbox.	勾选“自定义陶笛操作”后，可修改主要演奏按键。
Play with D-pad	用方向键演奏
Play with camera stick	用镜头摇杆演奏
Right Stick Aiming	右摇杆瞄准
Allows for aiming with the right stick in:\n-First-Person/C-Up view\n-Weapon Aiming	允许在第一人称、C 上视角和武器瞄准时使用右摇杆。
Allow moving while in first person mode	第一人称时允许移动
Changes the left stick to move the player while in first person mode	第一人称模式下，左摇杆改为控制玩家移动。
Invert Aiming X Axis	反转瞄准横轴
Inverts the Camera X Axis in:\n-First-Person/C-Up view\n-Weapon Aiming	反转第一人称、C 上视角和武器瞄准的横轴。
Invert Aiming Y Axis	反转瞄准纵轴
Inverts the Camera Y Axis in:\n-First-Person/C-Up view\n-Weapon Aiming	反转第一人称、C 上视角和武器瞄准的纵轴。
Invert Shield Aiming Y Axis	反转盾牌瞄准纵轴
Inverts the Shield Aiming Y Axis	反转盾牌瞄准的纵轴。
Invert Shield Aiming X Axis	反转盾牌瞄准横轴
Inverts the Shield Aiming X Axis	反转盾牌瞄准的横轴。
Invert Z-Weapon Aiming Y Axis	反转锁定武器瞄准纵轴
Inverts the Camera Y Axis in:\n-Z-Weapon Aiming	反转锁定状态下武器瞄准的纵轴。
Disable Auto-Centering in First-Person View	第一人称视角不自动回正
Prevents the C-Up view from auto-centering, allowing for Gyro Aiming	防止 C 上视角自动回正，便于陀螺仪瞄准。
Enable Custom Aiming/First-Person sensitivity	自定义瞄准／第一人称灵敏度
Aiming/First-Person Horizontal Sensitivity: %.0f %%	瞄准／第一人称水平灵敏度：%.0f %%
Aiming/First-Person Vertical Sensitivity: %.0f %%	瞄准／第一人称垂直灵敏度：%.0f %%
Free Camera	自由镜头
Enables free camera control\nNote: You must remap C buttons off of the right stick in the controller config menu, and map the camera stick to the right stick.	启用自由镜头。需要在控制器设置中将 C 键移出右摇杆，并将镜头摇杆映射到右摇杆。
Invert Camera X Axis	反转镜头横轴
Inverts the Camera X Axis in:\n-Free camera	反转自由镜头的横轴。
Invert Camera Y Axis	反转镜头纵轴
Inverts the Camera Y Axis in:\n-Free camera	反转自由镜头的纵轴。
Third-Person Horizontal Sensitivity: %.0f %%	第三人称水平灵敏度：%.0f %%
Third-Person Vertical Sensitivity: %.0f %%	第三人称垂直灵敏度：%.0f %%
Camera Distance: %d	镜头距离：%d
Camera Transition Speed: %d	镜头过渡速度：%d
D-pad Support on Pause Screen	暂停画面支持方向键
Navigate Pause with the D-pad\nIf used with D-pad as Equip Items, you must hold C-Up to equip instead of navigate\nTo make the cursor only move a single space no matter how long a direction is held, manually set gDpadHoldChange to 0	用方向键操作暂停菜单。若同时启用方向键装备物品，需要按住 C 上再装备。手动将 gDpadHoldChange 设为 0，可使长按方向键也只移动一格。
D-pad Support in Text Boxes	对话框支持方向键
Navigate choices in text boxes, shop item selection, and the file select / name entry screens with the D-pad\nTo make the cursor only move a single space during name entry no matter how long a direction is held, manually set gDpadHoldChange to 0	用方向键操作对话选项、商店、存档选择和姓名输入。将 gDpadHoldChange 设为 0，可使姓名输入时长按也只移动一格。
D-pad as Equip Items	方向键装备物品
Equip items and equipment on the D-pad\nIf used with D-pad on Pause Screen, you must hold C-Up to equip instead of navigate	可将物品和装备分配给方向键。若同时启用暂停画面方向键导航，需要按住 C 上再装备。
Allow the cursor to be on any slot	允许光标停留在任意格
Allows the cursor on the pause menu to be over any slot. Sometimes required in rando to select certain items.	暂停菜单的光标可停在任意格，随机模式有时需要此功能来选择特定物品。
Enable speed modifiers	启用速度调节键
Hold the assigned button to change the maximum walking or swimming speed	按住指定按键时，改变步行或游泳的最高速度。
Toggle modifier instead of holding	按一下切换，而非按住
Don't affect jump distance/velocity	不影响跳跃距离和速度
Walk Modifier 1: %.0f %%	步行调节 1：%.0f %%
Walk Modifier 2: %.0f %%	步行调节 2：%.0f %%
Swim Modifier 1: %.0f %%	游泳调节 1：%.0f %%
Swim Modifier 2: %.0f %%	游泳调节 2：%.0f %%
Answer Navi Prompt with L Button	用 L 键回应娜薇
Speak to Navi with L but enter first-person camera with C-Up	L 键与娜薇交谈，C 上键进入第一人称视角。
D-Pad	方向键
Rumble	震动
Gyro	陀螺仪
LEDs	灯光
Modifier Buttons	调节按键
Ocarina Controls	陶笛操作
Camera Controls	镜头操作
D-Pad Controls	方向键操作
Miscellaneous Controls	其他控制
Clear All	清除全部
This will clear all mappings for port %d.\n\nContinue?	这将清除端口 %d 的所有映射。\n\n是否继续？
This will clear all existing mappings for\n%s on port %d.\n\nContinue?	这将清除\n%s 在端口 %d 上的所有现有映射。\n\n是否继续？
Set defaults	设置默认值
Devices	设备
Set Defaults	设置默认值
Set Defaults for Keyboard	恢复键盘默认映射
This will clear all existing mappings for\nKeyboard on port %d.\n\nContinue?	这将清除键盘在端口 %d 上的所有现有映射。\n\n是否继续？
This will clear all existing mappings for\n%s (SDL %d) on port %d.\n\nContinue?	这将清除\n%s（SDL %d）在端口 %d 上的所有现有映射。\n\n是否继续？
Controller Configuration	控制器配置
Reset all positions	重置所有位置
Using this allow you move the element with General margins sliders	允许使用通用边距滑块移动此元素。
Original position	原始位置
This will use original intended elements position	使用元素原本的位置。
Anchor to the left	靠左对齐
This will make your elements follow the left side of your game window	使元素跟随游戏窗口左侧。
Anchor to the right	靠右对齐
This will make your elements follow the right side of your game window	使元素跟随游戏窗口右侧。
No anchors	不固定对齐
This will make your elements to not follow any side\nBetter used for center elements	元素不跟随窗口边缘。\n适合居中显示的元素。
Hidden	隐藏
This will make your elements hidden	隐藏此元素。
Up <-> Down : %d	上下位置：%d
This slider is used to move Up and Down your elements.	调整元素的上下位置。
Left <-> Right : %d	左右位置：%d
This slider is used to move Left and Right your elements.	调整元素的左右位置。
Top : %dx	上边距：%dx
Left: %dx	左边距：%dx
Right: %dx	右边距：%dx
Bottom: %dx	下边距：%dx
Set most of the elements to use margins\nSome elements with default position will not be affected\nElements without Anchor or Hidden will not be turned on	让大部分元素使用边距。\n部分处于默认位置的元素不受影响。\n未固定对齐或隐藏的元素不会启用。
Set all of the elements to not use margins	让所有元素都不使用边距。
Revert every element to use their original position and no margins	恢复所有元素的原始位置，并取消边距。
Hearts count position	红心数量位置
Heart line length : %d	每行红心数量：%d
This will set the length of a row of hearts. Set to 0 for unlimited length.	设置一行显示的红心数量。设为 0 表示不限。
Magic Meter position	魔力槽位置
Anchor to life bar	跟随生命槽
This will make your elements follow the bottom of the life meter	使元素跟随生命槽下边缘。
Visual stone of agony position	可视苦闷石提示位置
DPad items position	方向键物品位置
Enemy Health Bar position	敌人生命条位置
Anchor to Enemy	跟随敌人
This will use enemy on screen position	使用敌人在屏幕上的位置。
Anchor to the top	靠上对齐
This will make your elements follow the top edge of your game window	使元素跟随游戏窗口上边缘。
Anchor to the bottom	靠下对齐
This will make your elements follow the bottom edge of your game window	使元素跟随游戏窗口下边缘。
Health Bar Width: %d	生命条宽度：%d
This will change the width of the health bar	调整生命条的宽度。
Let It Snow	下雪效果
Link Body Scale: %.3fx	林克身体大小：%.3fx
Link Head Scale: %.2fx	林克头部大小：%.2fx
Link Sword Scale: %f	林克剑的大小：%f
Bunny Hood Length: %f	兔子头巾长度：%f
Bunny Hood Spread: %f	兔子头巾张开幅度：%f
Goron Neck Length: %f	鼓隆脖子长度：%f
Unfix Goron Spin	恢复鼓隆旋转异常
Fairies Size: %f	妖精大小：%f
N64 Logo Spin Speed: %f	N64 标志旋转速度：%f
Moon Size: %f	月亮大小：%f
Kak Windmill Speed: %f	卡卡利科风车速度：%f
Mirror Shield Mirror	镜像镜盾
Color Scheme	配色方案
Advanced Mode	高级模式
Some cosmetic options may not apply if you have any mods that provide custom models for the cosmetic option.\n\nFor example, if you have custom Link model, then the Link's Hair color option will most likely not apply.	部分外观选项可能无法作用于模组提供的自定义模型。\n\n例如，使用自定义林克模型时，林克发色选项很可能不会生效。
Lock All Advanced	锁定全部高级选项
Unlock All Advanced	解锁全部高级选项
Sync Rainbow colors	同步彩虹颜色
Rainbow Speed: %.3f	彩虹速度：%.3f
Randomize All on New Scene	进入新场景时全部随机
Enables randomizing all unlocked cosmetics when you enter a new scene.	进入新场景时，随机设置所有未锁定的外观选项。
Randomize All	全部随机
Lock All	全部锁定
Unlock All	全部解锁
CosmeticsContextTabBar	CosmeticsContextTabBar
Link & Items	林克与物品
Effects	特效
Trails Duration: %d	拖尾时长：%d
World & NPCs	世界与角色
Silly	趣味
HUD	屏幕界面
HUD Placement	界面布局
Pause Menu	暂停菜单
Flower	花朵
Shots Per Round	每轮发射次数
Big	大型
Can Turn	可转向
Automatically Collect	自动收集
Collectible Flag	收集物标志
Item	物品
Item Drop	掉落物品
PoH Collectible Flag	心之碎片收集标志
Switch Flag	开关标志
Treasure Flag	宝箱标志
Item Id	物品 ID
Transition Index	场景切换索引
Double Door	双开门
Text ID - 0x200	文本 ID - 0x200
Path	路径
Piece	碎片
Fishing Sign	钓鱼标牌
Text ID	文本 ID
Bugs	虫子
Random Drop Params	随机掉落参数
Controller Port	控制器端口
Actor Type	实体类型
Actor	实体
Selected Actor	选中的实体
Name: %s	名称：%s
Description: %s	说明：%s
Category: %s	类别：%s
ID: %d	ID：%d
Parameters: %d	参数：%d
Actor Position	实体位置
x pos	X 位置
y pos	Y 位置
z pos	Z 位置
Actor Rotation	实体旋转
x rot	X 旋转
y rot	Y 旋转
z rot	Z 旋转
Enemy Health	敌人生命值
Some actors might not use this!	部分实体可能不使用此数值！
flags	标志
bgCheckFlags	bgCheckFlags
Go to Actor	移动到实体
Fetch from Target	获取锁定目标
Grabs actor with target arrow above it. You might need C-Up for enemies	获取头顶有锁定箭头的实体。敌人可能需要使用 C 上键。
Fetch from Held	获取手持实体
Grabs actor that Link is holding	获取林克正拿着的实体。
Fetch from Interaction	获取交互实体
Grabs actor from "interaction range"	获取交互范围内的实体。
New...	新建……
Search Actor	搜索实体
Results	结果
ID	ID
Advanced mode	高级模式
Changes the actor specific param menus with a direct input	使用直接输入代替各实体的专用参数菜单。
params	参数
Actor Specific Data	实体专用数据
New Actor Position	新实体位置
posX	posX
posY	posY
posZ	posZ
New Actor Rotation	新实体旋转
rotX	rotX
rotY	rotY
rotZ	rotZ
Fetch from Link	取自林克
Spawn	生成
Spawn as Child	作为子实体生成
Actor Name Tags	实体名称标签
Adds "name tags" above actors for identification	在实体上方显示名称标签，便于识别。
Global Context needed for actor info!	需要全局上下文才能读取实体信息！
Scene	场景
Bg Actors	背景实体
Col Check	碰撞检测
Waterbox	水域
Apply as decal	作为贴花显示
Applies the collision as a decal display. This can be useful if there is z-fighting occuring with the scene geometry, but can cause other artifacts.	以贴花方式显示碰撞模型，可缓解与场景模型重叠时的闪烁，但可能产生其他显示瑕疵。
Shaded	应用光照
Applies the scene's shading to the collision display.	将场景光照应用到碰撞模型显示。
Player Name	玩家名称
Max Health	最大生命值
Maximum health. 16 units per full heart	最大生命值。每颗完整红心为 16 单位。
Current health. 16 units per full heart	当前生命值。每颗完整红心为 16 单位。
Double Defense	双倍防御
Is double defense unlocked?	是否已解锁双倍防御？
Magic Level	魔力等级
Double	双倍
Single	普通
Current magic level	当前魔力等级
Current magic. 48 units per magic level	当前魔力。每级魔力为 48 单位。
Rupees	卢比
Current rupees	当前卢比数量
Time	时间
Time of day	一天中的时间
Dawn	黎明
Noon	正午
Sunset	日落
Midnight	午夜
Total Days	总天数
Total number of days elapsed since the start of the game	从游戏开始至今经过的总天数。
Deaths	死亡次数
Total number of deaths	累计死亡次数
Has BGS	拥有大鼓隆之剑
Is Biggoron sword unlocked? Replaces Giant's knife	是否已解锁大鼓隆之剑？它会替换巨人之刀。
Sword Health	剑的耐久
Giant's knife health. Default is 8. Must be >0 for Biggoron sword to work	巨人之刀的耐久，默认为 8。大鼓隆之剑正常使用需要此值大于 0。
